20170630,193448,98560,5,Sell,0
20170630,193448,98570,2,Buy,0
20170630,193448,98570,2,Buy,0
20170630,193448,98570,1,Buy,0
20170630,193448,98570,1,Buy,0
20170630,193448,98570,1,Buy,0
20170630,193448,98570,1,Buy,0
20170630,193448,98570,4,Buy,0
20170630,193448,98570,2,Buy,0
20170630,193448,98570,2,Buy,0
20170630,193448,98570,4,Buy,0
20170630,193448,98570,1,Sell,0
20170630,193448,98570,1,Sell,0
20170630,193448,98570,1,Sell,0
20170630,193448,98570,3,Sell,0
20170630,193448,98570,2,Sell,0
20170630,193448,98570,1,Sell,0
20170630,193448,98570,2,Sell,0
20170630,193448,98570,12,Sell,0
20170630,193448,98570,1,Sell,0
20170630,193448,98570,11,Sell,0
20170630,193448,98570,5,Sell,0
20170630,193448,98570,1,Buy,0
20170630,193448,98570,1,Buy,0
20170630,193448,98560,1,Sell,0
20170630,193448,98560,1,Sell,0
20170630,193448,98570,1,Buy,0
20170630,193448,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98570,1,Buy,0
20170630,193449,98570,1,Buy,0
20170630,193449,98570,12,Buy,0
20170630,193449,98570,2,Buy,0
20170630,193449,98570,2,Buy,0
20170630,193449,98570,1,Buy,0
20170630,193449,98570,1,Buy,0
20170630,193449,98570,1,Buy,0
20170630,193449,98570,2,Buy,0
20170630,193449,98560,5,Sell,0
20170630,193449,98560,2,Sell,0
20170630,193449,98560,5,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98550,2,Sell,0
20170630,193449,98560,5,Sell,0
20170630,193449,98560,5,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,2,Sell,0
20170630,193449,98560,3,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98550,1,Sell,0
20170630,193449,98550,1,Sell,0
20170630,193449,98550,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193449,98570,8,Buy,0
20170630,193449,98560,2,Sell,0
20170630,193449,98560,3,Sell,0
20170630,193449,98560,3,Sell,0
20170630,193449,98560,2,Sell,0
20170630,193449,98570,2,Buy,0
20170630,193449,98560,5,Sell,0
20170630,193449,98560,5,Sell,0
20170630,193449,98560,1,Sell,0
20170630,193450,98570,1,Buy,0
20170630,193450,98560,1,Sell,0
20170630,193450,98560,1,Sell,0
20170630,193450,98560,1,Sell,0
20170630,193450,98560,1,Sell,0
20170630,193451,98570,2,Buy,0
20170630,193451,98560,1,Sell,0
20170630,193451,98560,5,Sell,0
20170630,193451,98560,1,Sell,0
20170630,193451,98560,1,Sell,0
20170630,193451,98560,2,Sell,0
20170630,193451,98570,1,Buy,0
20170630,193451,98570,1,Buy,0
20170630,193451,98570,12,Buy,0
20170630,193451,98570,2,Buy,0
